t010100_3040	Saaren maat saroin jaettu	skvr03103090,skvr03106140,skvr03106170
t020400_0560	Sekin suu sanoo minua mikä ei maksa maasta rohta	skvr03110040,skvr03102620,skvr03103600,skvr03108830,skvr03114890,skvr03114910,skvr03114940,skvr03114960,skvr03114970,skvr03115470,skvr03117860,skvr03120240,skvr03126970,skvr03127450,skvr03128480,skvr03128520,skvr03129290,skvr03132220,skvr03134020,skvr03135110,skvr03137580,skvr03137640,skvr03140100,skvr03140320,skvr03141270,skvr04110680,skvr04110690,skvr04112990,skvr04113780,skvr04100160,skvr04103020,skvr04103340,skvr04104100,skvr04100480,skvr04107860,skvr04115830,skvr04116710,skvr04117530,skvr04121550,skvr04121570,skvr04121580,skvr04121860,skvr04129570,skvr04129750,skvr04131420,skvr04136740,skvr04136770,skvr04139810,skvr05207270,skvr05207320,skvr05304950,skvr05305440,skvr05307451,skvr05307450,skvr13023770,skvr15112300,skvr15112660,skvr15112700,skvr15112750
t020400_0570	Sen kylä minusta saapi minkä kirves saa kivestä	skvr04102480,skvr04117530,skvr05200320,skvr05206270,skvr05207200,skvr05207330,skvr05207380,skvr05209140,skvr05305360,skvr05305370,skvr05305391,skvr05305390,skvr05305400,skvr05305421,skvr05305420,skvr07121880,skvr13023790,skvr13028900,skvr13075150
t020400_0580	Soimattiin kaiken mennyttä kesää	skvr04103060
t020400_0590	Soisit suohon sortuvani	skvr01112900,skvr01114160,skvr01114170,skvr01114180,skvr01211110,skvr04108420,skvr04133720,skvr04134660,skvr04136800,skvr04138200,skvr09200230,skvr09200320,skvr05210240,skvr05222580,skvr05222980,skvr05224250,skvr05204611,skvr05205580,skvr05206270,skvr05207140,skvr05207290,skvr05207360,skvr05208720,skvr05209560,skvr05304461,skvr05304460,skvr05304470,skvr05304480,skvr05304491,skvr05304490,skvr05304501,skvr05304500,skvr05304820,skvr05305670,skvr06130330,skvr06163960,skvr07106410,skvr07114860,skvr07117530,skvr07118850,skvr07120270,skvr07120870,skvr07121600,skvr07121650,skvr07121670,skvr07121680,skvr07121700,skvr07121710,skvr07121720,skvr07121730,skvr07121740,skvr07121750,skvr07121780,skvr07121820,skvr07121830,skvr07121860,skvr07121890,skvr07121911,skvr07121910,skvr07121920,skvr07121960,skvr07124720,skvr07129070,skvr07300160,skvr13012240,skvr13024440,skvr13024450,skvr13024460,skvr13024470,skvr13024480,skvr13028080,skvr15101160,skvr15100370
t020400_0600	Suku surmaksi rupesi	skvr05205170,skvr05312240,skvr05305101,skvr05305100,skvr07121820,skvr07122030,skvr13001380,skvr13023480
t020400_0610	Suotta soimat nostettiin	skvr03109330,skvr04114630,skvr05200320,skvr05207220,skvr05207250,skvr05207280,skvr05209140,skvr05311750,skvr05305391,skvr05305390,skvr07121780,skvr07122040,skvr07126630,skvr13023610,skvr13023770,skvr13023830,skvr13029710,skvr13029770
t020500_0335	Sain minä salasen lapsen	skvr07126650
t020500_0340	Sorea meressä sorsa, soreampi soutajani	skvr03142310,skvr05212600,skvr05212840,skvr05215880,skvr05215910,skvr05215980,skvr05215990,skvr05224220,skvr05203500,skvr05203990,skvr05205000,skvr05206420,skvr05304301,skvr05304300,skvr05304950,skvr05307050,skvr07135170,skvr07135180,skvr13015910,skvr13032490,skvr13032770,skvr13032780,skvr13032790,skvr13056510,skvr13108500
t020500_0350	Suvun surja, heimon herja	skvr03102700,skvr03102710,skvr03102720,skvr04112360,skvr05108350,skvr05210220,skvr05211200,skvr05212820,skvr05217890,skvr05217990,skvr05224370,skvr05208530,skvr05209550,skvr05305180,skvr05305921,skvr05305920,skvr05306990,skvr07121630,skvr13015840,skvr13028850,skvr13031900,skvr13031910,skvr13031920,skvr13031940,skvr13031950,skvr13031960,skvr13052130,skvr13052140,skvr13052150,skvr13112890
t020600_0500	Sinull on ihanat silmät	skvr05219550,skvr07142310,skvr07142320,skvr13071790,skvr13071800,skvr13071810,skvr13071820,skvr13071830,skvr13071840,skvr13071850,skvr13071860,skvr13071870,skvr13071890,skvr13071900,skvr13071910,skvr13071930,skvr13071940,skvr13072360,skvr13072380,skvr13072670,skvr13072710
t020600_0510	Soria on olla sorian kans	skvr05212070,skvr05221780,skvr13031190
t020600_0520	Surussani sukkaa neulelen	skvr07123880
t020700_1310	Saa ei piika piikuuttansa	skvr13083790
t020700_1320	Sai Anni lapsen	skvr02111820
t020700_1330	Sain kerran kesässä naida, pappi otti lehmän leikkilöistä	skvr04111430,skvr05113330,skvr05113340,skvr05211240,skvr05211250,skvr05211260,skvr05211280,skvr05211300,skvr05222680,skvr13029680
t020700_1340	Sanotaan, etten saa miestä	skvr04108950,skvr04109760,skvr05211400,skvr05207320,skvr05207390,skvr05305920,skvr07125540,skvr13079100
t020700_1350	Silmät kiilui Kirstin päälle	skvr05102850,skvr05102880,skvr05102890,skvr05102900,skvr05104010,skvr05107120,skvr05300580,skvr07108530,skvr07114730,skvr07125670,skvr13004290,skvr13004300,skvr13105340
t020700_1360	Soisi nuorra naitavaksi	skvr05311480,skvr13032740,skvr13032750,skvr13057440
t020700_1370	Soisin, kun soria oisin	skvr05211400,skvr05212800,skvr05207230,skvr05209320,skvr13026550
t020700_1380	Sulhaset jäävät suruun, kun lähden	skvr05208351,skvr05305680,skvr05307600,skvr07125530,skvr13026000,skvr13026580,skvr13026590
t020700_1390	Suomalaista miksi eivät tytöt suvaitse	skvr04102740,skvr04134450,skvr04134460,skvr04138280,skvr05210720,skvr13013360
t020700_1400	Surma tappoi sulhasein	skvr05201670,skvr05204671,skvr05207310
t020700_1410	Suru sulhasena	skvr06106450
t020700_1420	Susi luulee siaksi	skvr03114920,skvr03115190,skvr03134690,skvr03139320,skvr04108680,skvr04119300,skvr05211100,skvr05306281,skvr05306280,skvr05306301,skvr05306300,skvr13028890,skvr13029160,skvr13036220
t020700_1430	Syö susi sepän koira	skvr04107440,skvr04136600,skvr04138280,skvr13029780
t020801_0580	Se on lello, kell on vello	skvr03103750,skvr03108510,skvr03114690,skvr03114850,skvr04101030,skvr04111760,skvr04103820,skvr04105770,skvr04106870,skvr04100690,skvr04100980,skvr04109960,skvr04121110,skvr04124800,skvr04126000,skvr04127060
t020801_0590	Sen verran tytöllä huolta	skvr03114450,skvr03115040,skvr03115410,skvr04110380,skvr04109570,skvr04109750,skvr04115910,skvr04117440,skvr04121810,skvr04123700,skvr04123850,skvr04128220,skvr04130510,skvr04132050,skvr04132580,skvr04138640,skvr05201240,skvr05202791,skvr05208590,skvr05208870,skvr05208880,skvr05208890,skvr13027690,skvr13076740,skvr15112190,skvr15112200
t020801_0600	Silloin hoppa huoletonna, kun ohjat ostamatta	skvr03102870,skvr03100940,skvr03115390,skvr03115420,skvr03115460,skvr03132860,skvr03139850,skvr03142430,skvr04108850,skvr05212790,skvr05213990,skvr05206330,skvr05208950,skvr05305860,skvr05305870,skvr13015430,skvr13023970,skvr13026160,skvr13026530,skvr13026540,skvr15111920,skvr15112250
t020801_0610	Sormet soitukkaiset millä leivon leivän suuren	skvr03130970,skvr04103670,skvr04127280,skvr05105580,skvr05207050,skvr05207840,skvr05208500,skvr05208510,skvr05301931,skvr05301930,skvr13024120,skvr13006200
t020801_0620	Suvivirsi	skvr04146270,skvr04146280,skvr04146510,skvr04146520
t020802_0680	Sisarekset me kälykset	skvr03142060,skvr15104900
t020802_0690	Surma, tule suota myöten, tapa anoppi, appi	skvr13107310
t020803_0560	Sain ma suuttoman sukilla	skvr07125130,skvr07125250
t020803_0570	Sainpa suolta suovariksen	skvr03109330,skvr05207461,skvr05207840,skvr06106340,skvr06107190,skvr06107200,skvr07123740,skvr07124450,skvr07124750,skvr07124760,skvr07124770,skvr07124920,skvr07125360,skvr07125370,skvr07144490,skvr15101210,skvr15113330
t020803_0580	Sopessa on minun sotani	skvr07123120,skvr07125000,skvr15104930
t020803_0590	Sulho suuttui suntakina	skvr04126050
t020803_0600	Sulholl on suden ikenet	skvr04110280,skvr04110290,skvr04114690,skvr04105130,skvr04121880,skvr04122500,skvr04122610,skvr04124980,skvr05301261,skvr05301260,skvr05301270,skvr07144490
t020803_0610	Sulhoni toivoisin hirtettävän, poltettavan, leikattavan	skvr03102750,skvr03114380,skvr03114400,skvr03115490,skvr03134920,skvr04128840,skvr04129760,skvr05101850,skvr05207480,skvr05209660
t020803_0620	Susi yhtä, sulho yhtä	skvr03122770,skvr04110280,skvr04110290,skvr04111020,skvr04101320,skvr04114690,skvr04101870,skvr04105120,skvr04121880,skvr04122610,skvr04124980,skvr04133300,skvr15110030,skvr15111880
t020804_0190	Sineen, keltaan, mataraan	skvr04147900,skvr04148010,skvr05104650,skvr05104690,skvr05104730,skvr05104740,skvr05104830,skvr05104880,skvr05104890,skvr05104930,skvr05108360,skvr05108370,skvr05302370,skvr07128150,skvr13011450,skvr13018330,skvr13025150,skvr13026500,skvr13026510,skvr13026520,skvr13006400,skvr13006420,skvr13006580
t020903_0740	Saavat pyyt pyhän piteä	skvr01114120,skvr06149130,skvr07119870,skvr07145930,skvr07232890,skvr07233010,skvr07233250,skvr07234670,skvr13028820,skvr13028830,skvr15101270
t020903_0750	Sepän apuriksi mennyt	skvr13029730
t020903_0760	Sinis on leivoista minulla kunis kannan kahta kättä	skvr04114630,skvr04108850,skvr05211220,skvr05204230,skvr05311380,skvr05312091,skvr05312090,skvr05312100,skvr05312110
t020903_0770	Sinne söin kaloja kalki	skvr15105680
t020903_0780	Sitä mieheksi sanoisin	skvr05210240,skvr05210250,skvr05210260,skvr05210480,skvr05212270,skvr05212850,skvr05303241,skvr05303240,skvr05303250,skvr05303261,skvr05303260,skvr05303270,skvr05306050,skvr05308931,skvr05308930,skvr05309750,skvr06101000,skvr06101010,skvr06144720,skvr07130350,skvr13018340,skvr13018980,skvr13029630,skvr13030030,skvr13030220,skvr13047260
t020903_0790	Sotamiehenä olon surkeus	skvr04101020,skvr04111680,skvr04111730,skvr04101890,skvr04104200,skvr04106220,skvr04106590,skvr04108200,skvr04115270,skvr04116300,skvr04121140,skvr04121190,skvr04122710,skvr04128630,skvr04134420,skvr04134490,skvr04136690,skvr04136710,skvr04137870,skvr04137990,skvr05210490,skvr05210940,skvr05210950,skvr05210960,skvr05211000,skvr05211070,skvr05208610,skvr05306641,skvr05306640,skvr13010030,skvr13010040,skvr13011390,skvr13019910,skvr13005170,skvr13005200,skvr13104850
t020903_0800	Sovi ei meitä sotskon lyödä	skvr05210450,skvr05210520,skvr05212250,skvr05222980,skvr13018250,skvr13030210,skvr13030220,skvr13081400
t020903_0810	Suotta läksin Suomen maasta virsiä virkkamaan	skvr05211020,skvr05211030,skvr05202930
t020903_0820	Suotta poltin porstuani	skvr05222990,skvr05306761,skvr05306760,skvr05309821,skvr05309820,skvr07125680
t020903_0830	Suotta suureksi rupesin	skvr05222730,skvr13029520
t020903_0840	Syntyykö syvälle mennä	skvr05113270,skvr05222620,skvr13007270
t021000_0280	Sijan tiedän, missä synnyin	skvr01111230,skvr01114140,skvr01114150,skvr01211280,skvr02104270,skvr03101440,skvr03101720,skvr03101880,skvr03105180,skvr03108490,skvr03114720,skvr03121120,skvr03121550,skvr03121890,skvr03127990,skvr03128440,skvr03128920,skvr03129690,skvr03133090,skvr03135770,skvr03136350,skvr03137060,skvr03139790,skvr04110130,skvr04109110,skvr04115800,skvr04121480,skvr04121600,skvr04123690,skvr04126470,skvr04126640,skvr04126970,skvr04127410,skvr04128310,skvr04130260,skvr04138670,skvr05212000,skvr05221440,skvr05204420,skvr05204430,skvr05204440,skvr05204450,skvr05204460,skvr05204470,skvr05204480,skvr05204490,skvr05305081,skvr05305080,skvr05305090,skvr05305180,skvr06106650,skvr06106660,skvr07118710,skvr07118720,skvr07118730,skvr07118740,skvr07118830,skvr07119060,skvr12181720,skvr12181730,skvr13015610,skvr13020720,skvr13021710,skvr13022070,skvr13023310,skvr13023321,skvr13023320,skvr13023330,skvr13023340,skvr13023360,skvr13023370,skvr13023380,skvr13023390,skvr13023400,skvr13023410,skvr13023420,skvr13023430,skvr13023440,skvr13023450,skvr13023460,skvr13023470,skvr13035230,skvr13047230,skvr13081030,skvr13107100,skvr13107110,skvr13107120,skvr13107130,skvr13107150,skvr13107160,skvr13107170,skvr15113020,skvr15104170,skvr15104490
t030100_0510	Seppien laulu	skvr05311020
t030100_0520	Siinä taitoa kysytään, ken se pitsit pistelöö	skvr13080020
t030200_0930	Sada Jumala saavin suusta	skvr13078390
t030200_0940	Sada lunta luttakorva	skvr06109450,skvr13078400
t030200_0950	Sarvella soitto	skvr05310940,skvr13078410,skvr13078730
t030200_0960	Soita paimen pilliäsi	skvr13125640
t030200_0970	Susi ulvoo: onko vuonaa voipunutta?	skvr03111120,skvr03103240,skvr03103250,skvr03103260,skvr03139430,skvr03139600,skvr03141960
t030300_1880	Samppalakki	skvr12182310
t030300_1890	Semmonen on lapsi kun on vanhemmakki	skvr12107790,skvr13050620
t030300_1900	Silmät kiinni, korvat auki	skvr06113350,skvr06113360,skvr06113370
t030300_1910	Silmät kiinni, simasuu	skvr07136460
t030300_1920	Sinne lapset laulan	skvr13053400,skvr13057400,skvr13112170
t030300_1930	Sotka souti poikinensa	skvr01118170,skvr01118180,skvr01118190,skvr01118200,skvr01222840,skvr01222850,skvr01222860,skvr01222880,skvr02105730,skvr12107840,skvr12107850,skvr12107860,skvr12107870,skvr12107880,skvr12107890,skvr13058991,skvr13113600,skvr13113610
t030300_1940	Souva sorsa poikiasi	skvr05217590,skvr12107850,skvr13051410,skvr13051440,skvr13053410,skvr13053430,skvr13053440,skvr13053450,skvr13053490,skvr13053500,skvr13108580,skvr13112140,skvr13113670,skvr13113680
t030300_1950	Souvan soreaistani	skvr13053620
t030300_1960	Suomen niemen kallion kielell'	skvr06168160
t030300_1970	Syödään kalan päitä	skvr09202710,skvr09202740
t030500_0220	Suo Jumala Juteenille iloikä	skvr13029850
t030600_1360	Santermante	skvr13124150,skvr13124160,skvr13124170
t030600_1370	Saran kutominen	skvr13124700
t030600_1380	Seekeli seisoo meidän keskellä	skvr04123590
t030600_1390	Simo Serra	skvr05219810,skvr05219870,skvr05219880,skvr05219890,skvr05219900,skvr05219910,skvr07143230,skvr12120060,skvr13075620,skvr13075630,skvr13075640,skvr13075650,skvr13075660,skvr13075670,skvr13075680,skvr13075690,skvr13075700,skvr13075710,skvr13075720,skvr13075730,skvr13075740,skvr13075750,skvr13075760,skvr13075770,skvr13075780,skvr13075790,skvr13075800,skvr13075810,skvr13124750,skvr13124760,skvr13124770
t030600_1400	Simon Juosu soittaa, sepän Tahvo tanssaa	skvr13030990,skvr13031000
t030600_1410	Sortavalan soitto	skvr05212030,skvr07142340,skvr07142350,skvr07142370,skvr07142380,skvr07142390,skvr07142400,skvr07142410,skvr07142430,skvr07142440,skvr07142720,skvr07142870,skvr13068590,skvr13070890,skvr13072750,skvr13072900,skvr13072910,skvr13072920,skvr13072930,skvr13072940,skvr13072950,skvr13124180,skvr13124190
t030600_1420	Sure sure hyvä rouva	skvr01111880,skvr02105630,skvr03102750,skvr03114380,skvr03114400,skvr03115550,skvr03134920,skvr03139860,skvr03141090,skvr04114870,skvr04100430,skvr04108580,skvr04126480,skvr04128840,skvr04129760,skvr05220140,skvr07142930,skvr07142980,skvr07143010,skvr10117050,skvr12120060
t030600_1430	Suutari, tee kelpo kengät millä tanssin	skvr13071390
t030600_1440	Suvultani en suuri	skvr13071400
t030700_0640	Siansorkka laskiaisna	skvr09204400,skvr09313780,skvr09313820,skvr09313860,skvr09313880,skvr09313940,skvr09313970,skvr09313990,skvr09314020,skvr09314060,skvr09314120,skvr09314150,skvr09314170,skvr09314340,skvr10102280,skvr10147960,skvr10148000,skvr10148070,skvr10148081,skvr10148080,skvr10148091,skvr10148092,skvr10148090,skvr10148101,skvr13048610,skvr13110820,skvr13110830,skvr14112540,skvr14125830,skvr14125840,skvr14125950,skvr14125970,skvr14126060,skvr14126080,skvr14126150,skvr14126160,skvr14126210
t030700_0650	Silloin siikanen kutevi, kons on jäässä järven rannat	skvr05312070,skvr13083840
t030700_0660	Simo siltoja tekee, Martti maita vahvistaa	skvr03126140,skvr06128310,skvr06128320,skvr06128330,skvr06128340,skvr06128350,skvr11104950,skvr13049780,skvr13049790,skvr13049800,skvr13049810,skvr13049820,skvr13049830,skvr13083850,skvr13083860,skvr13111120,skvr14101680
t030700_0670	Suurvihko suvipäivän, varavihko Valpurista	skvr06129120,skvr06129130,skvr06129320,skvr06129330,skvr06129340,skvr06129350,skvr06129360,skvr06129370,skvr06171670,skvr06171680,skvr08144130,skvr08151610,skvr08151620,skvr13049840,skvr13049850,skvr13049860,skvr13049870,skvr13111130,skvr14102830
t030700_0680	Suvi pitkä suurukselta	skvr15105740
t030800_0430	Saaren maat - sydänmaat	skvr03141500,skvr04131390,skvr05221350,skvr13011520,skvr13033490,skvr13033750,skvr13033910,skvr13033920,skvr13033930,skvr13033940
t030800_0440	Saaressa hyvä elää: ei sänki säärtä pistä	skvr03101020,skvr03102060,skvr03109690,skvr03109700,skvr03115580,skvr03128100,skvr03128110,skvr03137670,skvr03138390,skvr03138690,skvr03140870,skvr03141500,skvr04113320,skvr04109520,skvr04117690,skvr04117810,skvr04126330,skvr04131390,skvr05111980,skvr05221240,skvr05221250,skvr05221260,skvr05221270,skvr05221280,skvr05221290,skvr05221390,skvr05223030,skvr05208220,skvr05311131,skvr05311130,skvr13012190,skvr13002170,skvr13003200,skvr13008810,skvr13033380,skvr13033750,skvr13033910,skvr13033920,skvr13033930,skvr13033940,skvr13062060,skvr13082280,skvr13082320,skvr13082500
t030800_0450	Sata miestä ol salvaimilla	skvr04112110,skvr04104350,skvr04105000,skvr04106100,skvr04107670,skvr04117650,skvr04122320,skvr04122370,skvr04124510,skvr04135550,skvr04135570,skvr04139110,skvr04141130
t030800_0460	Se on meillä kovinta työtä	skvr03102060,skvr03109690,skvr03109700,skvr03127670,skvr03128100,skvr03128110,skvr03133260,skvr03137670,skvr03138390,skvr03139030,skvr04111980,skvr04113320,skvr04107330,skvr04107550,skvr04116220,skvr04122370,skvr04124470,skvr04126330,skvr04131910,skvr05221370,skvr05221790,skvr13016340,skvr13033380,skvr13033410,skvr13033420,skvr13033550
t030800_0470	Sen verran linnaa alempi	skvr04111950,skvr04111980,skvr04107220,skvr04107670,skvr04109080,skvr04115180,skvr04116480,skvr04116770,skvr04117300,skvr04124470,skvr04124510,skvr04126860,skvr04129500,skvr04132590,skvr04133770,skvr04135550,skvr04135580,skvr04136890,skvr04139110,skvr04141130,skvr05221460,skvr05221500,skvr15111340
t030800_0480	Sinis itken näitä maita, kun näkyy	skvr05221610,skvr05221630,skvr05221690,skvr05221740,skvr05311170,skvr05311221,skvr05311220,skvr05311250,skvr05304960,skvr13033580,skvr13033650
t030800_0490	Sivullani siiat uivat, luonani lohet kutevat	skvr03135770,skvr04115180,skvr04116020,skvr04116220,skvr04131910,skvr04134280,skvr04146680,skvr04146800,skvr04147680,skvr05215980,skvr05221300,skvr05221330,skvr05221360,skvr05221470,skvr05221770,skvr05221790,skvr05221800,skvr05208560,skvr13016340,skvr13018470,skvr13033410,skvr13033450,skvr13033470
t030800_0500	Suo kasvaa sorian koivun	skvr03102020,skvr03104760,skvr03105830,skvr03128400,skvr03138660,skvr03139050,skvr04115100,skvr05221800,skvr05222000,skvr05312180,skvr05312190,skvr05312200,skvr05312220
t030800_0510	Suomess on suru elämä, Inkeross ilo elämä	skvr13014380
t040102_0160	Suutupakka	skvr13034800
t040103_0090	Susiminen	skvr13034940,skvr13034950,skvr13034960
t040104_0180	Saunastatulovirsi	skvr03103950,skvr03117610,skvr03121380,skvr03122690,skvr03123970,skvr03130830,skvr03131040,skvr03131940,skvr04145940,skvr04145980,skvr04146090,skvr04146100,skvr04146780,skvr04146960
t040104_0190	Seulan siunaaminen	skvr04123270,skvr04123310,skvr04124220,skvr04124260,skvr04124270,skvr04127170,skvr04128860,skvr04131240,skvr04131260,skvr04132380,skvr04134110,skvr04135900,skvr04135970,skvr04135980,skvr04136200,skvr04138330,skvr04138990
t040104_0200	Suku koossa - ei siunaajaa, ei ilmoissa isoa	skvr03116680,skvr03117230,skvr03130570,skvr03130780,skvr03131170,skvr03135550,skvr04112450,skvr04112690,skvr04112900,skvr04102790,skvr04117760,skvr04123270,skvr04123360,skvr04124260,skvr04127080,skvr04127430,skvr04127970,skvr04128350,skvr04129740,skvr04130670,skvr04130720,skvr04131100,skvr04131170,skvr04131230,skvr04131240,skvr04132280,skvr04134990,skvr04135970,skvr04135980,skvr04136010,skvr04136140,skvr04136200,skvr04136210,skvr04138660,skvr04139400,skvr04140980,skvr04141170,skvr04141760
t040105_0160	Sulhasen lohdutus	skvr03103960,skvr03100470,skvr03100490,skvr03116440,skvr03116820,skvr03117030,skvr03117250,skvr03117400,skvr03125470,skvr03129990,skvr03130200,skvr03130570,skvr03136610,skvr03138210,skvr03142610,skvr04112590,skvr04114530,skvr04122860,skvr04146010,skvr04146100,skvr04146110,skvr04146220,skvr04146250,skvr04146380,skvr04146440,skvr04146740,skvr04147210,skvr04147220,skvr04147250,skvr04147260
t040105_0170	Sulho ajaa Luojan tietä myöten	skvr03100500,skvr03116220,skvr03116840,skvr03117280,skvr03121010,skvr03133370,skvr03142670,skvr04123100
t040201_0400	Saajannaiset sanat morsiamen pihaan tullessa	skvr07130150
t040201_0410	Savu saarella palaa	skvr01115760,skvr01117210,skvr01222330,skvr02105220,skvr07128220
t040201_0420	Sulhanen tervehtii morsiamen kotia	skvr03104000,skvr03100540,skvr03116910,skvr03117330,skvr03117710,skvr03119150,skvr03124380,skvr03124570,skvr03124890,skvr03125030,skvr03125450,skvr03125920,skvr03130050,skvr03130190,skvr03130480,skvr03130730,skvr03131880,skvr03132390,skvr03132670,skvr03133060,skvr03133670,skvr03135610,skvr03136260,skvr03142640,skvr03142690
t040201_0430	Sulhasväen tervehtiminen	skvr04101950,skvr04117340,skvr04131250,skvr04134350,skvr04134780,skvr04135990,skvr04138750,skvr05213080,skvr05213090,skvr05214410
t040201_0440	Sulho oli kalassa - viipyi vimpaverkoilla	skvr03104030,skvr03104220,skvr03100560,skvr03116740,skvr03117020,skvr03117390,skvr03121490,skvr03122600,skvr03124610,skvr03125920,skvr03131650,skvr03132630,skvr03134120,skvr03134800,skvr03135600,skvr03137970,skvr03142350
t040201_0450	Sulhon maahan nousu	skvr03104000,skvr03104300,skvr03100090,skvr03116890,skvr03117300,skvr03123840,skvr03124550,skvr03125020,skvr03125430,skvr03125440,skvr03125920,skvr03130020,skvr03130170,skvr03130510,skvr03130730,skvr03132660,skvr03134120,skvr03135610,skvr03136260,skvr03142630,skvr04112610,skvr04112840,skvr04123110,skvr04146410
t040201_0460	Sulhon meno porstuan kynnyksen yli	skvr03104000,skvr03100530,skvr03116910,skvr03117320,skvr03125020,skvr03125410,skvr03125920,skvr03130040,skvr03130170,skvr03135610,skvr03136260,skvr03142630
t040201_0470	Sulhon viitan ripustaminen naulaan	skvr04114700,skvr04118000,skvr05213000,skvr05213040,skvr05214340,skvr05307311,skvr05307310,skvr05309730,skvr13036270,skvr13036280
t040201_0480	Sulhon väitetään humalassa hupsutelleen	skvr03116740,skvr03122590,skvr03130290,skvr03130390,skvr03132630,skvr03134800,skvr03134810,skvr04103310,skvr04103450,skvr04104910,skvr04104980,skvr04116730,skvr04117170,skvr04117760,skvr04122900,skvr04124210,skvr04124240,skvr04126260,skvr04130740,skvr04130780,skvr04138160,skvr04138340,skvr04139770,skvr04139930,skvr04141190,skvr04141360,skvr04141550,skvr04141880,skvr04145840,skvr13038480,skvr15111710
t040201_0490	Suolta kuului ruoskan roiske	skvr01114890,skvr01115180,skvr01115670,skvr01115710,skvr01115960,skvr01117321,skvr01117320,skvr01117330,skvr01117360,skvr01117550,skvr01117560,skvr01117570,skvr01117580,skvr01117590,skvr01117680,skvr02104680,skvr02104690,skvr02104700,skvr02104710,skvr02104720,skvr02104730,skvr02104750,skvr02104760,skvr02104770,skvr02104780,skvr02104790,skvr02105070,skvr02105130,skvr02105170,skvr04124340,skvr04130230,skvr04131160,skvr04132800,skvr04134970,skvr04139360,skvr13038880
t040201_0500	Syöttäkää, juottakaa, viekää suojaan vävyn hevonen	skvr01115610,skvr01115620,skvr01115630,skvr01115650,skvr01115660,skvr01115670,skvr01115681,skvr01115680,skvr01115690,skvr01115700,skvr01115710,skvr01115720,skvr01115731,skvr01115730,skvr01115740,skvr01115750,skvr01115760,skvr01115770,skvr01115780,skvr01115790,skvr01115811,skvr01115810,skvr01115820,skvr01115830,skvr01115850,skvr01115860,skvr01115870,skvr01115880,skvr01115900,skvr01115910,skvr01115920,skvr01115930,skvr01115940,skvr01115960,skvr01117060,skvr01117150,skvr01222320,skvr02111120,skvr02104810,skvr02104820,skvr02104830,skvr02104840,skvr02104850,skvr02104860,skvr02104870,skvr02104880,skvr02104890,skvr02104900,skvr02104910,skvr02104920,skvr02104931,skvr02104930,skvr02104940,skvr02104960,skvr02104971,skvr02104970,skvr02104980,skvr02104990,skvr02105000,skvr02105010,skvr03104020,skvr03116360,skvr03116490,skvr03116500,skvr03116940,skvr03117350,skvr03117620,skvr03119130,skvr03130080,skvr03130390,skvr03133670,skvr03142660,skvr04114700,skvr04146120,skvr05213000,skvr05213040,skvr05213240,skvr05213250,skvr05214340,skvr05214350,skvr05307311,skvr05307310,skvr05309730,skvr07101100,skvr07101260,skvr07101270,skvr07101280,skvr07101800,skvr07128090,skvr07128521,skvr07128522,skvr07128520,skvr07128531,skvr07128532,skvr07128530,skvr07128540,skvr07128550,skvr07128560,skvr07128630,skvr07128660,skvr07128690,skvr07128700,skvr07128761,skvr07128760,skvr07129930,skvr13036270,skvr13036280
t040202_0210	Sinulle sisko, muille musta kissa	skvr04124320,skvr04124340,skvr04139360,skvr04141550
t040202_0220	Sulhaselle: suuri kiitos suurnenäinen	skvr04123320
t040202_0230	Sulhasen kerallisille: Tyhjää tulitte, paljonkos panitte	skvr04130710,skvr04135260,skvr04141070
t040202_0240	Suotta kiitin, onkin riunan rikkaita	skvr04104980,skvr04131590,skvr04135160,skvr04139070,skvr04139360,skvr04141070,skvr04141200
t040202_0250	Syötämme sinut susille	skvr04112520,skvr04101690,skvr04117340,skvr04124320,skvr04124340
t040203_0180	Sulhaselle: etsi sieltä se joka siistitty ja harjattu	skvr03116510
t040203_0190	Sulhaselle: Otteletko omasi?	skvr03100270,skvr03100300,skvr03117110,skvr13034710,skvr13042430,skvr13042440,skvr13042550
t040203_0200	Suullani lukot sulatan	skvr03100090,skvr03117050,skvr03117100,skvr03117420,skvr03117670,skvr03124680,skvr03125000,skvr03125470,skvr03130200,skvr03130420,skvr03130910,skvr03133690,skvr03134110,skvr03135700,skvr03142680
t040203_0210	Syö, juo, miniäni	skvr03100260,skvr03104050,skvr03116400,skvr03116410,skvr03117060,skvr03117450,skvr03117460,skvr03122620,skvr03124400,skvr03124700,skvr03124710,skvr03124890,skvr03125080,skvr03130110,skvr03130370,skvr03130610,skvr03131160,skvr03131660,skvr03134110,skvr03135630,skvr03142690,skvr03142700,skvr04123180
t040205_0150	Sapanoita saatania - hiustani hellyttäni	skvr03110030,skvr03110100,skvr03100350,skvr03103890,skvr03117740,skvr03121340,skvr03121700,skvr03130620,skvr03130800,skvr03132950,skvr04130650
t040205_0160	Synnytä ilosykerö	skvr05213610,skvr05213660,skvr05213690,skvr05213710,skvr05213720,skvr05213730,skvr05308321,skvr05308320,skvr13046540,skvr13046550,skvr13046560,skvr13046570,skvr13046580
t040206_1490	Seiväs pitkä piiraisina, nyrkki talkkunana	skvr04112380,skvr04114850,skvr04127590,skvr04128110,skvr04139950,skvr05214100,skvr05214650,skvr13037230,skvr13037240,skvr13037260,skvr13037270,skvr13037300,skvr13038040,skvr15106420
